CameraMaker,CameraModel,SensorWidth(mm),SensorHeight(mm),SensorWidth(pixels),SensorHeight(pixels)
Casio,EXILIM EX-M1,5.33,4,1315,989
Casio,EXILIM EX-M2,7.11,5.33,1631,1226
Casio,EXILIM EX-M20,5.33,4,1676,1260
Casio,Exilim EX-P505,5.75,4.32,2552,1919
Casio,Exilim EX-P600,7.11,5.33,2801,2106
Casio,Exilim EX-P700,7.11,5.33,3072,2310
Casio,EXILIM EX-S1,5.33,4,1315,989
Casio,EXILIM EX-S10,6.16,4.62,3665,2756
Casio,Exilim EX-S100,4.5,3.37,2070,1545
Casio,EXILIM EX-S12,6.16,4.62,4011,3016
Casio,EXILIM EX-S2,7.11,5.33,1631,1226
Casio,EXILIM EX-S20,5.33,4,1589,1195
Casio,EXILIM EX-S200,6.16,4.62,4330,3256
Casio,EXILIM EX-S3,7.11,5.33,2031,1527
Casio,EXILIM EX-S5,6.16,4.62,3479,2616
Casio,Exilim EX-S500,5.75,4.32,2552,1919
Casio,Exilim EX-S600,5.75,4.32,2825,2124
Casio,EXILIM EX-S600D,5.75,4.32,2825,2124
Casio,EXILIM EX-S7,6.16,4.62,4011,3016
Casio,EXILIM EX-S770,5.75,4.32,3072,2310
Casio,EXILIM EX-S770D,5.75,4.32,3095,2327
Casio,EXILIM EX-S8,6.08,4.56,4059,3052
Casio,EXILIM EX-S880,5.75,4.32,3282,2468
Casio,EXILIM EX-TR100,6.16,4.62,4011,3016
Casio,EXILIM EX-TR150,6.16,4.62,4011,3016
Casio,EXILIM EX-V7,5.75,4.32,3072,2310
Casio,EXILIM EX-V8,5.75,4.32,3282,2468
Casio,EXILIM EX-Z1,6.16,4.62,3665,2756
Casio,EXILIM EX-Z10,5.75,4.32,2655,1996
Casio,EXILIM EX-Z100,6.16,4.62,3665,2756
Casio,EXILIM EX-Z1000,7.11,5.33,3647,2742
Casio,EXILIM EX-Z1050,7.31,5.49,3647,2742
Casio,EXILIM EX-Z1080,7.31,5.49,3665,2756
Casio,EXILIM EX-Z110,5.75,4.32,2918,2194
Casio,EXILIM EX-Z120,7.11,5.33,3137,2359
Casio,Exilim EX-Z1200 SR,7.53,5.64,4011,2993
Casio,EXILIM EX-Z150,5.75,4.32,3321,2497
Casio,EXILIM EX-Z16,6.16,4.62,4011,3016
Casio,EXILIM EX-Z19,5.75,4.32,3517,2644
Casio,EXILIM EX-Z2,6.16,4.62,4011,3016
Casio,EXILIM EX-Z20,5.75,4.32,3282,2468
Casio,EXILIM EX-Z200,6.16,4.62,3665,2756
Casio,EXILIM EX-Z2000,6.16,4.62,4330,3256
Casio,EXILIM EX-Z2300,6.16,4.62,4330,3256
Casio,EXILIM EX-Z25,6.16,4.62,4011,3016
Casio,EXILIM EX-Z250,5.75,4.32,3479,2616
Casio,EXILIM EX-Z270,5.75,4.32,3665,2756
Casio,EXILIM EX-Z280,5.75,4.32,4011,3016
Casio,EXILIM EX-Z29,5.75,4.32,3665,2756
Casio,EXILIM EX-Z3,5.75,4.32,2031,1527
Casio,EXILIM EX-Z30,5.75,4.32,2031,1527
Casio,EXILIM EX-Z300,6.16,4.62,3665,2756
Casio,EXILIM EX-Z3000,6.16,4.62,4695,3530
Casio,EXILIM EX-Z33,6.16,4.62,3665,2756
Casio,EXILIM EX-Z330,6.16,4.62,4059,3052
Casio,EXILIM EX-Z35,6.16,4.62,4011,3016
Casio,EXILIM EX-Z350,6.16,4.62,4059,3052
Casio,EXILIM EX-Z4,5.75,4.32,2306,1734
Casio,EXILIM EX-Z40,5.75,4.32,2306,1734
Casio,EXILIM EX-Z400,6.16,4.62,4011,3016
Casio,EXILIM EX-Z450,6.16,4.62,4011,3016
Casio,EXILIM EX-Z5,5.75,4.32,2552,1919
Casio,EXILIM EX-Z50,5.75,4.32,2579,1939
Casio,Exilim EX-Z500,5.75,4.32,2579,1939
Casio,EXILIM EX-Z55,5.75,4.32,2579,1939
Casio,EXILIM EX-Z550,6.16,4.62,4330,3256
Casio,Exilim EX-Z57,5.75,4.32,2552,1919
Casio,EXILIM EX-Z6,5.75,4.32,2825,2124
Casio,EXILIM EX-Z60,7.11,5.33,2825,2124
Casio,EXILIM EX-Z600,5.75,4.32,2867,2156
Casio,EXILIM EX-Z65,5.75,4.32,2910,2188
Casio,EXILIM EX-Z7,5.75,4.32,3095,2327
Casio,EXILIM EX-Z70,5.75,4.32,3072,2310
Casio,EXILIM EX-Z700,5.75,4.32,3072,2310
Casio,EXILIM EX-Z75,5.75,4.32,3072,2310
Casio,Exilim EX-Z750,7.11,5.33,3072,2310
Casio,EXILIM EX-Z77,5.75,4.32,3072,2310
Casio,EXILIM EX-Z8,5.75,4.32,3262,2453
Casio,EXILIM EX-Z80,5.75,4.32,3282,2468
Casio,EXILIM EX-Z800,6.16,4.62,4330,3256
Casio,EXILIM EX-Z85,5.75,4.32,3479,2616
Casio,EXILIM EX-Z850,7.11,5.33,3262,2453
Casio,EXILIM EX-Z9,5.75,4.32,3282,2468
Casio,EXILIM EX-Z90,6.16,4.62,4011,3016
Casio,EXILIM EX-ZR10,6.16,4.62,4011,3016
Casio,EXILIM EX-ZR100,6.16,4.62,4011,3016
Casio,Exilim EX-ZR1000,6.16,4.62,4627,3479
Casio,Exilim EX-ZR1100,6.16,4.62,4627,3479
Casio,EXILIM EX-ZR15,6.16,4.62,4627,3479
Casio,EXILIM EX-ZR20,6.16,4.62,4627,3479
Casio,EXILIM EX-ZR200,6.16,4.62,4627,3479
Casio,EXILIM EX-ZR300,6.16,4.62,4627,3479
Casio,EXILIM EX-ZS10,6.16,4.62,4330,3256
Casio,EXILIM EX-ZS100,6.16,4.62,4389,3300
Casio,EXILIM EX-ZS12,6.16,4.62,4627,3479
Casio,EXILIM EX-ZS15,6.16,4.62,4330,3256
Casio,EXILIM EX-ZS150,6.16,4.62,4627,3479
Casio,EXILIM EX-ZS20,6.16,4.62,4627,3479
Casio,Exilim EX-ZS5,6.16,4.62,4330,3256
Casio,EXILIM EX-ZS6,6.16,4.62,4627,3479
Casio,EXILIM Pro EX-F1,7.11,5.33,2825,2124
Casio,EXILIM QV-R100,6.16,4.62,4330,3256
Casio,Exilim TRYX,6.16,4.62,4011,3016
Casio,GV-10,4.5,3.37,1268,946
Casio,GV-20,4.5,3.37,1596,1191
Casio,QV-2000UX,6.4,4.8,1589,1195
Casio,QV-2100,5.33,4,1589,1195
Casio,QV-2300UX,5.33,4,1589,1195
Casio,QV-2400UX,5.33,4,1589,1195
Casio,QV-2800UX,5.33,4,1589,1195
Casio,QV-2900UX,5.33,4,1589,1195
Casio,QV-300,4.8,3.6,632,475
Casio,QV-3000EX,7.11,5.33,2031,1527
Casio,QV-3500EX,7.11,5.33,2031,1527
Casio,QV-3EX / XV-3,7.11,5.33,2031,1527
Casio,QV-4000,7.11,5.33,2218,1668
Casio,QV-5000SX,4.8,3.6,1264,950
Casio,QV-5500SX,4.8,3.6,1264,950
Casio,QV-5700,7.11,5.33,2552,1919
Casio,QV-700,4.8,3.6,632,475
Casio,QV-7000SX,4.8,3.6,1264,950
Casio,QV-770,4.8,3.6,632,475
Casio,QV-8000SX,4.8,3.6,1264,950
Casio,QV-R3,7.11,5.33,2031,1527
Casio,QV-R4,7.11,5.33,2306,1734
Casio,QV-R40,7.11,5.33,2306,1734
Casio,QV-R41,7.11,5.33,2277,1712
Casio,QV-R51,7.11,5.33,2552,1919
Casio,QV-R52,7.11,5.33,2643,1987
Casio,QV-R61,7.11,5.33,2825,2124
Casio,QV-R62,7.11,5.33,2825,2124
Concord,0,6.4,4.8,1315,989
Concord,1500,6.4,4.8,1315,989
Concord,2,6.4,4.8,632,475
Concord,3043,6.4,4.8,2031,1527
Concord,3045,6.4,4.8,2031,1527
Concord,3046,6.4,4.8,2044,1537
Concord,3047,6.4,4.8,2031,1527
Concord,3345z,6.4,4.8,2031,1527
Concord,3346z,6.4,4.8,2031,1527
Concord,40,7.11,5.33,2604,1958
Concord,4042,5.75,4.32,2335,1756
Concord,42,5.75,4.32,2335,1756
Concord,43,6.4,4.8,2031,1527
Concord,4340z,5.75,4.32,2374,1785
Concord,45,6.4,4.8,2031,1527
Concord,46,6.4,4.8,2044,1537
Concord,47,6.4,4.8,2031,1527
Concord,5040,7.11,5.33,2604,1958
Concord,5340z,5.75,4.32,2615,1966
Concord,5345z,7.11,5.33,2671,2008
Concord,6340z,7.11,5.33,2849,2142
Concord,642,6.4,4.8,632,475
Concord,DVx,6.4,4.8,1631,1226
Concord,ES500z,5.75,4.32,2604,1958
Concord,ES510z,7.11,5.33,2604,1958
Concord,Eye-Q 1000,6.4,4.8,1315,989
Concord,Eye-Q 1300,6.4,4.8,1315,989
Concord,Eye-Q 2040,6.4,4.8,1631,1226
Concord,Eye-Q 2133z,6.4,4.8,1631,1226
Concord,Eye-Q 3040AF,6.4,4.8,2031,1527
Concord,Eye-Q 3103,6.4,4.8,2031,1527
Concord,Eye-Q 3120 AF,4,3,1672,1257
Concord,Eye-Q 3132z,6.4,4.8,2031,1527
Concord,Eye-Q 3340z,5.33,4,2063,1551
Concord,Eye-Q 3341z,7.11,5.33,2031,1527
Concord,Eye-Q 3343z,5.33,4,2047,1539
Concord,Eye-Q 4060AF,7.11,5.33,2306,1734
Concord,Eye-Q 4330z,7.11,5.33,2335,1756
Concord,Eye-Q 4342z,7.11,5.33,2306,1734
Concord,Eye-Q 4360z,7.11,5.33,2306,1734
Concord,Eye-Q 4363z,7.11,5.33,2324,1747
Concord,Eye-Q 5062AF,7.11,5.33,2590,1947
Concord,Eye-Q 5330z,7.11,5.33,2640,1985
Concord,Eye-Q Duo 2000,7.11,5.33,1631,1226
Concord,Eye-Q Duo LCD,6.4,4.8,1315,989
Concord,Eye-Q Go 2000,7.11,5.33,1631,1226
Concord,Eye-Q Go LCD,6.4,4.8,1315,989
Concord,Eye-Q Go Wireless,7.11,5.33,1631,1226
Contax,i4R,5.33,4,2306,1734
Contax,N Digital,36,24,3000,2000
Contax,SL300R T,5.33,4,2054,1544
Contax,TVS Digital,7.11,5.33,2629,1977
Contax,U4R,5.33,4,2306,1734
DJI,FC300S,6.16,4.62,4000,3000
DJI,FC6310,6.17,4.62,5472,3648
Epson,L-500V,5.75,4.32,2655,1996
Epson,PhotoPC 3000 Zoom,7.11,5.33,2108,1585
Epson,PhotoPC 3100 Zoom,7.11,5.33,2108,1585
Epson,PhotoPC 500,4.8,3.6,632,475
Epson,PhotoPC 550,4.8,3.6,632,475
Epson,PhotoPC 600,4.8,3.6,964,725
Epson,PhotoPC 650,4.8,3.6,1095,823
Epson,PhotoPC 700,4.8,3.6,1264,950
Epson,PhotoPC 750 Zoom,6.4,4.8,1264,950
Epson,PhotoPC 800,6.4,4.8,1589,1195
Epson,PhotoPC 850 Zoom,6.4,4.8,1589,1195
Epson,PhotoPC L-200,5.75,4.32,1676,1260
Epson,PhotoPC L-300,5.75,4.32,2076,1561
Epson,PhotoPC L-400,5.75,4.32,2335,1756
Epson,PhotoPC L-410,5.75,4.32,2306,1734
Epson,PhotoPC L-500V,5.75,4.32,2552,1919
Epson,R-D1,23.7,15.6,3020,1987
Epson,R-D1xG,23.7,15.6,3045,2003
Epson,RD-1s,23.7,15.6,3045,2003
Fujifilm,A850,5.75,4.32,3282,2468
Fujifilm,Bigjob HD-3W,5.75,4.32,2825,2124
Fujifilm,Bigjob HD1,5.33,4,2044,1537
Fujifilm,Digital Q1,6.4,4.8,1631,1226
Fujifilm,DS-260HD,6.4,4.8,1315,989
Fujifilm,DS-300,8.8,6.6,1264,950
Fujifilm,FinePix 1300,5.33,4,1264,950
Fujifilm,FinePix 1400z,5.33,4,1319,992
Fujifilm,FinePix 2300,5.33,4,1589,1195
Fujifilm,FinePix 2400 Zoom,5.33,4,1589,1195
Fujifilm,FinePix 2600 Zoom,5.33,4,1589,1195
Fujifilm,FinePix 2650,5.33,4,1589,1195
Fujifilm,FinePix 2800 Zoom,5.33,4,1589,1195
Fujifilm,Finepix 30i,5.33,4,1589,1195
Fujifilm,FinePix 3800,5.33,4,2031,1527
Fujifilm,FinePix 40i,5.33,4,1786,1343
Fujifilm,FinePix 4700 Zoom,7.53,5.64,1793,1338
Fujifilm,FinePix 4800 Zoom,7.53,5.64,1793,1338
Fujifilm,FinePix 4900 Zoom,7.53,5.64,1793,1338
Fujifilm,FinePix 50i,7.53,5.64,1793,1338
Fujifilm,FinePix 6800 Zoom,7.53,5.64,2038,1521
Fujifilm,FinePix 6900 Zoom,7.53,5.64,2038,1521
Fujifilm,FinePix A100,6.16,4.62,3647,2742
Fujifilm,FinePix A101,5.33,4,1264,950
Fujifilm,FinePix A120,5.33,4,2031,1527
Fujifilm,FinePix A150,6.16,4.62,3647,2742
Fujifilm,FinePix A160,6.16,4.62,3683,2769
Fujifilm,FinePix A170,6.16,4.62,3683,2769
Fujifilm,FinePix A175,6.16,4.62,3683,2769
Fujifilm,FinePix A180,6.16,4.62,3683,2769
Fujifilm,FinePix A200,5.33,4,1589,1195
Fujifilm,FinePix A201,5.33,4,1589,1195
Fujifilm,FinePix A202,5.33,4,1672,1257
Fujifilm,FinePix A203,5.33,4,1589,1195
Fujifilm,FinePix A204,5.33,4,1672,1257
Fujifilm,FinePix A205 Zoom,5.33,4,1589,1195
Fujifilm,FinePix A210 Zoom,5.33,4,2031,1527
Fujifilm,FinePix A220,6.16,4.62,3995,3004
Fujifilm,FinePix A225,6.16,4.62,4029,3029
Fujifilm,FinePix A235,6.16,4.62,3995,3004
Fujifilm,FinePix A303,5.33,4,2031,1527
Fujifilm,FinePix A310 Zoom,5.33,4,2031,1527
Fujifilm,FinePix A330,5.33,4,2095,1575
Fujifilm,FinePix A340,5.33,4,2363,1777
Fujifilm,FinePix A345 Zoom,5.75,4.32,2306,1734
Fujifilm,FinePix A350 Zoom,5.75,4.32,2579,1939
Fujifilm,FinePix A400 Zoom,5.75,4.32,2335,1756
Fujifilm,FinePix A500 Zoom,5.75,4.32,2604,1958
Fujifilm,FinePix A510,5.75,4.32,2604,1958
Fujifilm,FinePix A600 Zoom,7.53,5.64,2860,2134
Fujifilm,FinePix A610,5.75,4.32,2849,2142
Fujifilm,FinePix A700,8,6,3116,2343
Fujifilm,FinePix A800,8,6,3282,2468
Fujifilm,FinePix A820,8,6,3282,2468
Fujifilm,FinePix A825,8,6,3322,2498
Fujifilm,FinePix A900,8,6,3479,2616
Fujifilm,FinePix A920,8,6,3479,2616
Fujifilm,FinePix AV100,6.16,4.62,4029,3029
Fujifilm,FinePix AV105,6.16,4.62,4029,3029
Fujifilm,FinePix AV110,6.16,4.62,4029,3029
Fujifilm,FinePix AV130,6.16,4.62,4029,3029
Fujifilm,FinePix AV140,6.16,4.62,3995,3004
Fujifilm,FinePix AV150,6.16,4.62,4315,3244
Fujifilm,FinePix AV180,6.16,4.62,4315,3244
Fujifilm,FinePix AV200,6.16,4.62,4315,3244
Fujifilm,FinePix AV205,6.16,4.62,4315,3244
Fujifilm,FinePix AV250,6.16,4.62,4612,3468
Fujifilm,FinePix AV255,6.16,4.62,4612,3468
Fujifilm,FinePix AX200,6.16,4.62,4029,3029
Fujifilm,FinePix AX205,6.16,4.62,4029,3029
Fujifilm,FinePix AX230,6.16,4.62,4029,3029
Fujifilm,FinePix AX245w,6.16,4.62,3995,3004
Fujifilm,FinePix AX250,6.16,4.62,4315,3244
Fujifilm,FinePix AX280,6.16,4.62,4315,3244
Fujifilm,FinePix AX300,6.16,4.62,4315,3244
Fujifilm,FinePix AX305,6.16,4.62,4315,3244
Fujifilm,FinePix AX350,6.16,4.62,4612,3468
Fujifilm,FinePix AX355,6.16,4.62,4612,3468
Fujifilm,FinePix AX500,6.16,4.62,4315,3244
Fujifilm,FinePix AX550,6.16,4.62,4612,3468
Fujifilm,FinePix AX650,6.16,4.62,4612,3468
Fujifilm,FinePix E500 Zoom,5.75,4.32,2335,1756
Fujifilm,FinePix E510 Zoom,5.75,4.32,2629,1977
Fujifilm,FinePix E550 Zoom,7.53,5.64,2835,2116
Fujifilm,FinePix E900 Zoom,8,6,3479,2616
Fujifilm,FinePix EX-20,5.33,4,1672,1257
Fujifilm,FinePix F10 Zoom,7.53,5.64,2860,2134
Fujifilm,FinePix F100fd,8,6,3995,3004
Fujifilm,FinePix F11 Zoom,7.53,5.64,2860,2134
Fujifilm,FinePix F20 Zoom,7.53,5.64,2860,2134
Fujifilm,FinePix F200EXR,8,6,3995,3004
Fujifilm,FinePix F30 Zoom,7.53,5.64,2860,2134
Fujifilm,FinePix F300EXR,6.4,4.8,3995,3004
Fujifilm,FinePix F305EXR,6.4,4.8,3995,3004
Fujifilm,FinePix F31fd,7.53,5.64,2860,2134
Fujifilm,FinePix F401 Zoom,5.33,4,1672,1257
Fujifilm,FinePix F402,5.33,4,1672,1257
Fujifilm,FinePix F40fd,8,6,3282,2468
Fujifilm,FinePix F410 Zoom,5.33,4,2031,1527
Fujifilm,FinePix F420 Zoom,5.33,4,2031,1527
Fujifilm,FinePix F440 Zoom,5.75,4.32,2277,1712
Fujifilm,FinePix F450 Zoom,5.75,4.32,2579,1939
Fujifilm,FinePix F455 Zoom,5.75,4.32,2579,1939
Fujifilm,FinePix F45fd,8,6,3322,2498
Fujifilm,FinePix F460,5.75,4.32,2604,1958
Fujifilm,FinePix F470 Zoom,5.75,4.32,2825,2124
Fujifilm,FinePix F47fd,8,6,3466,2606
Fujifilm,FinePix F480 Zoom,5.75,4.32,3262,2453
Fujifilm,FinePix F500 EXR,6.4,4.8,4612,3468
Fujifilm,FinePix F50fd,8,6,3995,3004
Fujifilm,FinePix F550 EXR,6.4,4.8,4612,3468
Fujifilm,FinePix F600 EXR,6.4,4.8,4612,3468
Fujifilm,FinePix F601 Zoom,7.53,5.64,2835,2116
Fujifilm,FinePix F605EXR,6.4,4.8,4612,3468
Fujifilm,FinePix F60fd,8,6,3995,3004
Fujifilm,FinePix F610,7.53,5.64,2835,2116
Fujifilm,FinePix F650 Zoom,5.75,4.32,2825,2124
Fujifilm,FinePix F660EXR,6.4,4.8,4612,3468
Fujifilm,FinePix F700,7.53,5.64,2038,1521
Fujifilm,FinePix F70EXR,6.4,4.8,3647,2742
Fujifilm,FinePix F710,7.53,5.64,2038,1521
Fujifilm,FinePix F72EXR,6.4,4.8,3647,2742
Fujifilm,FinePix F750EXR,6.4,4.8,4612,3468
Fujifilm,FinePix F75EXR,6.4,4.8,3647,2742
Fujifilm,FinePix F770EXR,6.4,4.8,4612,3468
Fujifilm,FinePix F800EXR,6.4,4.8,4612,3468
Fujifilm,FinePix F80EXR,6.4,4.8,3995,3004
Fujifilm,FinePix F810 Zoom,7.53,5.64,2835,2116
Fujifilm,FinePix F850EXR,6.4,4.8,4612,3468
Fujifilm,FinePix F85EXR,6.4,4.8,3995,3004
Fujifilm,FinePix F900EXR,6.4,4.8,4612,3468
Fujifilm,FinePix HS10,6.16,4.62,3701,2783
Fujifilm,FinePix HS11,6.16,4.62,3701,2783
Fujifilm,FinePix HS20 EXR,6.4,4.8,4612,3468
Fujifilm,FinePix HS22 EXR,6.4,4.8,4612,3468
Fujifilm,FinePix HS25 EXR,6.4,4.8,4612,3468
Fujifilm,FinePix HS30 EXR,6.4,4.8,4612,3468
Fujifilm,FinePix HS35 EXR,6.4,4.8,4612,3468
Fujifilm,FinePix HS50 EXR,6.4,4.8,4612,3468
Fujifilm,FinePix IS Pro,23,15.5,3004,2030
Fujifilm,FinePix IS-1,8,6,3479,2616
Fujifilm,FinePix J10,5.75,4.32,3302,2483
Fujifilm,FinePix J100,6.16,4.62,3647,2742
Fujifilm,FinePix J110w,6.16,4.62,3647,2742
Fujifilm,FinePix J12,5.75,4.32,3302,2483
Fujifilm,FinePix J120,6.16,4.62,3647,2742
Fujifilm,FinePix J15,5.75,4.32,3302,2483
Fujifilm,FinePix J150w,6.16,4.62,3647,2742
Fujifilm,FinePix J20,6.16,4.62,3647,2742
Fujifilm,FinePix J210,6.16,4.62,3647,2742
Fujifilm,FinePix J22,6.16,4.62,3647,2742
Fujifilm,FinePix J25,6.16,4.62,3647,2742
Fujifilm,FinePix J250,6.16,4.62,3647,2742
Fujifilm,FinePix J26,6.16,4.62,3683,2769
Fujifilm,FinePix J27,6.16,4.62,3647,2742
Fujifilm,FinePix J28,6.16,4.62,3683,2769
Fujifilm,FinePix J29,6.16,4.62,3683,2769
Fujifilm,FinePix J30,6.16,4.62,4029,3029
Fujifilm,FinePix J32,6.16,4.62,4029,3029
Fujifilm,FinePix J35,6.16,4.62,4029,3029
Fujifilm,FinePix J37,6.16,4.62,4029,3029
Fujifilm,FinePix J38,6.16,4.62,4029,3029
Fujifilm,FinePix J50,5.75,4.32,3302,2483
Fujifilm,FinePix JV100,6.16,4.62,4029,3029
Fujifilm,FinePix JV105,6.16,4.62,4029,3029
Fujifilm,FinePix JV110,6.16,4.62,4029,3029
Fujifilm,FinePix JV150,6.16,4.62,4330,3256
Fujifilm,FinePix JV200,6.16,4.62,4315,3244
Fujifilm,FinePix JV205,6.16,4.62,4315,3244
Fujifilm,FinePix JV250,6.16,4.62,4612,3468
Fujifilm,FinePix JV255,6.16,4.62,4612,3468
Fujifilm,FinePix JX200,6.16,4.62,4029,3029
Fujifilm,FinePix JX205,6.16,4.62,4029,3029
Fujifilm,FinePix JX210,6.16,4.62,4029,3029
Fujifilm,FinePix JX250,6.16,4.62,4315,3244
Fujifilm,FinePix JX280,6.16,4.62,4330,3256
Fujifilm,FinePix JX300,6.16,4.62,4315,3244
Fujifilm,FinePix JX305,6.16,4.62,4315,3244
Fujifilm,FinePix JX350,6.16,4.62,4612,3468
Fujifilm,FinePix JX355,6.16,4.62,4612,3468
Fujifilm,FinePix JX370,6.16,4.62,4315,3244
Fujifilm,FinePix JX375,6.16,4.62,4315,3244
Fujifilm,FinePix JX400,6.16,4.62,4612,3468
Fujifilm,FinePix JX405,6.16,4.62,4612,3468
Fujifilm,FinePix JX420,6.16,4.62,4612,3468
Fujifilm,FinePix JX500,6.16,4.62,4376,3290
Fujifilm,FinePix JX520,6.16,4.62,4315,3244
Fujifilm,FinePix JX530,6.16,4.62,4315,3244
Fujifilm,FinePix JX550,6.16,4.62,4612,3468
Fujifilm,FinePix JX580,6.16,4.62,4612,3468
Fujifilm,FinePix JX700,6.16,4.62,4612,3468
Fujifilm,FinePix JZ100,6.16,4.62,4376,3290
Fujifilm,FinePix JZ200,6.16,4.62,4612,3468
Fujifilm,FinePix JZ250,6.16,4.62,4612,3468
Fujifilm,FinePix JZ300,6.16,4.62,4011,3016
Fujifilm,FinePix JZ305,6.16,4.62,4011,3016
Fujifilm,FinePix JZ310,6.16,4.62,4011,3016
Fujifilm,FinePix JZ500,6.16,4.62,4330,3256
Fujifilm,FinePix JZ505,6.16,4.62,4330,3256
Fujifilm,FinePix JZ510,6.16,4.62,4330,3256
Fujifilm,FinePix JZ700,6.16,4.62,4315,3244
Fujifilm,FinePix M603,7.53,5.64,2038,1521
Fujifilm,FinePix PR21,6.4,4.8,1749,1315
Fujifilm,FinePix Real 3D W1,6.16,4.62,3647,2742
Fujifilm,FinePix Real 3D W3,6.16,4.62,3647,2742
Fujifilm,FinePix S1,6.16,4.62,4671,3512
Fujifilm,FinePix S1 Pro,23,15.5,2142,1447
Fujifilm,FinePix S1000fd,6.16,4.62,3647,2742
Fujifilm,FinePix S100fs,8.8,6.6,3842,2889
Fujifilm,FinePix S1500,6.16,4.62,3647,2742
Fujifilm,FinePix S1600,6.16,4.62,4029,3029
Fujifilm,FinePix S1700,6.16,4.62,4029,3029
Fujifilm,FinePix S1730,6.16,4.62,4029,3029
Fujifilm,FinePix S1770,6.16,4.62,4029,3029
Fujifilm,FinePix S1800,6.16,4.62,4029,3029
Fujifilm,FinePix S1850,6.16,4.62,4029,3029
Fujifilm,FinePix S1880,6.16,4.62,4029,3029
Fujifilm,FinePix S1900,6.16,4.62,4029,3029
Fujifilm,FinePix S2 Pro,23,15.5,3004,2030
Fujifilm,FinePix S20 Pro,7.53,5.64,2860,2134
Fujifilm,FinePix S2000hd,6.16,4.62,3647,2742
Fujifilm,FinePix S200EXR,8,6,3995,3004
Fujifilm,FinePix S205EXR,8,6,3995,3004
Fujifilm,FinePix S2500hd,6.16,4.62,4029,3029
Fujifilm,FinePix S2550hd,6.16,4.62,4029,3029
Fujifilm,FinePix S2600hd,6.16,4.62,4029,3029
Fujifilm,FinePix S2800hd,6.16,4.62,4315,3244
Fujifilm,FinePix S2900hd,6.16,4.62,4315,3244
Fujifilm,FinePix S2950,6.16,4.62,4315,3244
Fujifilm,FinePix S2980,6.16,4.62,4315,3244
Fujifilm,FinePix S2990,6.16,4.62,4315,3244
Fujifilm,FinePix S3 Pro,23.5,15.6,3035,2010
Fujifilm,FinePix S3000 Z,5.33,4,2031,1527
Fujifilm,FinePix S304,5.33,4,2108,1585
Fujifilm,FinePix S3200,6.16,4.62,4315,3244
Fujifilm,FinePix S3250,6.16,4.62,4315,3244
Fujifilm,FinePix S3300,6.16,4.62,4346,3268
Fujifilm,FinePix S3350,6.16,4.62,4330,3256
Fujifilm,FinePix S3400,6.16,4.62,4330,3256
Fujifilm,FinePix S3450,6.16,4.62,4330,3256
Fujifilm,FinePix S3500 Zoom,5.33,4,2306,1734
Fujifilm,FinePix S4000,6.16,4.62,4315,3244
Fujifilm,FinePix S4050,6.16,4.62,4315,3244
Fujifilm,FinePix S4200,6.16,4.62,4315,3244
Fujifilm,FinePix S4300,6.16,4.62,4315,3244
Fujifilm,FinePix S4400,6.16,4.62,4315,3244
Fujifilm,FinePix S4500,6.16,4.62,4315,3244
Fujifilm,FinePix S4600,6.16,4.62,4612,3468
Fujifilm,FinePix S4700,6.16,4.62,4612,3468
Fujifilm,FinePix S4800,6.16,4.62,4612,3468
Fujifilm,FinePix S5 Pro,23,15.5,3004,2030
Fujifilm,FinePix S5000 Zoom,5.33,4,2031,1527
Fujifilm,FinePix S5100 Zoom,5.33,4,2306,1734
Fujifilm,FinePix S5200 Zoom,5.75,4.32,2579,1939
Fujifilm,FinePix S5500 Zoom,5.33,4,2363,1777
Fujifilm,FinePix S5600 Zoom,5.75,4.32,2635,1981
Fujifilm,FinePix S5700 Zoom,5.75,4.32,3072,2310
Fujifilm,FinePix S5800,5.75,4.32,3262,2453
Fujifilm,FinePix S6000fd,7.53,5.64,2860,2134
Fujifilm,FinePix S602 Zoom,7.53,5.64,2038,1521
Fujifilm,FinePix S602Z Pro,7.53,5.64,2038,1521
Fujifilm,FinePix S6500fd,7.53,5.64,2905,2168
Fujifilm,FinePix S6600,6.16,4.62,4642,3490
Fujifilm,FinePix S6700,6.16,4.62,4642,3490
Fujifilm,FinePix S6800,6.16,4.62,4642,3490
Fujifilm,FinePix S7000 Zoom,7.53,5.64,2835,2116
Fujifilm,FinePix S8000fd,6.03,4.52,3262,2453
Fujifilm,FinePix S8100fd,6.16,4.62,3647,2742
Fujifilm,FinePix S8200,6.16,4.62,4642,3490
Fujifilm,FinePix S8300,6.16,4.62,4642,3490
Fujifilm,FinePix S8400,6.16,4.62,4642,3490
Fujifilm,FinePix S8500,6.16,4.62,4642,3490
Fujifilm,FinePix S8600,6.16,4.62,4612,3468
Fujifilm,FinePix S9000 Zoom,8,6,3479,2616
Fujifilm,FinePix S9100,8,6,3479,2616
Fujifilm,FinePix S9200,6.16,4.62,4642,3490
Fujifilm,FinePix S9400W,6.16,4.62,4642,3490
Fujifilm,FinePix S9500,8,6,3506,2636
Fujifilm,FinePix S9600,8,6,3459,2601
Fujifilm,FinePix SL1000,6.16,4.62,4642,3490
Fujifilm,FinePix SL240,6.16,4.62,4315,3244
Fujifilm,FinePix SL260,6.16,4.62,4315,3244
Fujifilm,FinePix SL280,6.16,4.62,4315,3244
